result,state,turn
WW,OOOBBOOBOOOOOBWOOOOOOOOOOOOBWOOBOOOOBOWWTKWBBBOOOWOOOBOOOOWOOOOOBOOBOOOOOOOBBBOOO,W
WW,OOOBBOOBOOOOOBWOOOOOOOOKOOOBWOOBOOOOBOWWTOWBBBOOOWOOOBOOOOWOOOOOBOOBOOOOOOOBBBOOO,B
WW,OOOBBOOBOOOOOBWOOOOOOOOKOOOBWOOOBOOOBOWWTOWBBBOOOWOOOBOOOOWOOOOOBOOBOOOOOOOBBBOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOOWOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBWOOOOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOOOOOOBWOOBOOOOBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOBBBOOOOOOOBWOOOOOOOOOOOOBWOOBOOOOBBWWKOWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOBBBOOOOOOOBWOOOOOOOOOOOOBWOOBOOOOBBWWKBOBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBOOOO,W
BW,OOWBBBOOOOOOOBWOOOOOOOOOOOOBWOOBOOOOBBOWKBOBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBOOOO,B
BW,OOWBBBOOOOOOOBWOOOOOOOOOOOOBOBOOOOOOBBOWKBOBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBOOOO,W
BW,OOWBBBOOOOOOOBWOOOOOOOOOOOOBOBOKOOOOBBOWTBOBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBOOOO,B
BW,OOWBBBOOOOOOOBWOOOOOOOOOOOOBOBOKBOOOBBOWTOOBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBOOOO,W
BW,OOWBBBOOOOOOOBWOOOOOOOOOOOOBOBOKBOOOBBOWTOOBBBWOOOOOOBOOOOWOOOOOOOOBOOOOOOOBBOOOO,B
BW,OOWOBBOOOOOOOBWOOOOOOOOOOOOBOBBKBOOOBBOWTOOBBBWOOOOOOBOOOOWOOOOOOOOBOOOOOOOBBOOOO,W
BW,OOWOBBOOOOOOOBWOOOOOOOOOOOOBOBBKBOOOBBWOTOOBBBWOOOOOOBOOOOWOOOOOOOOBOOOOOOOBBOOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOOWOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBWOOOOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOOOOOOBWOOBOOOOBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOBBBOOOOOOOBWOOOOOOOOOOOOBWOOBOOOOBBWWKOWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOBBBOOOOOOOBWOOOOOOOOOOOOBWOOBOOOOBBWWKBOBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBOOOO,W
BW,OOWBBBOOOOOOOBWOOOOOOOOOOOOBWOOBOOOOBBOWKBOBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBOOOO,B
BW,OOWBBBOOOOOOOBWOOOOOOOOOOOOBOBOOOOOOBBOWKBOBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBOOOO,W
BW,OOWBBBOOOOOOOBWOOOOOOOOOOOOBOBOKOOOOBBOWTBOBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBOOOO,B
BW,OOWBBBOOOOOOOBWOOOOOOOOOOOOBOBOKBOOOBBOWTOOBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBOOOO,W
BW,OOWBBBOOOOOOOBWOOOOOOOOOOOOBOBOKBOOOBBOWTOOBBBWOOOOOOBOOOOWOOOOOOOOBOOOOOOOBBOOOO,B
BW,OOWOBBOOOOOOOBWOOOOOOOOOOOOBOBBKBOOOBBOWTOOBBBWOOOOOOBOOOOWOOOOOOOOBOOOOOOOBBOOOO,W
BW,OOWOBBOOOOOOOBWOOOOOOOOOOOOBOBBKBOOOBBWOTOOBBBWOOOOOOBOOOOWOOOOOOOOBOOOOOOOBBOOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOOWOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBWOOOOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOOOOOOBWOOBOOOOBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOBBBOOOOOOOBWOOOOOOOOOOOOBWOOBOOOOBBWWKOWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOOBOOOBWOOBOOOOBBWWKOWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBOOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOOBOOOBWOOBOOOOBBWWTKWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBOOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOOBOOOBWOOBOOOOBBWWTKWOBBOOOWOOOBOOOOWOOBOOOOOBOOOOOOOBBOOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOOBOOOBWOOBKOOOBBWWTOWOBBOOOWOOOBOOOOWOOBOOOOOBOOOOOOOBBOOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOOBOOOBOBOOKOOOBBWWTOWOBBOOOWOOOBOOOOWOOBOOOOOBOOOOOOOBBOOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOOBOOOBOBOOKOOOBBWWTOWOBBOOOWOOOBOOOOOOWBOOOOOBOOOOOOOBBOOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOOBOOOBOBOOKOOOBBWWTOWOBBOOOWOOOBOOOBOOWBOOOOOBOOOOOOOOBOOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOOBOOOBOBOOKOOOBBWWTOWOBBOOOWOOOBOOOBWOOBOOOOOBOOOOOOOOBOOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOOBOOOBOBOOKOOOBBOWTOWOBOOBOWOOOBOOOBWOOBOOOOOBOOOOOOOOBOOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOOBOOOBOBOOKOOOBBOWTOWOBOOBWOOOOBOOOBWOOBOOOOOBOOOOOOOOBOOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOOBOOOBOBOOKOOOBBOWTOWOBOOBWOOOOBOOOBOBOOOOOOOBOOOOOOOOBOOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOOBOOOBOBOOKOOOBBOWTOWOBOOBOOWOOBOOOBOBOOOOOOOBOOOOOOOOBOOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOOBOOOBOBOOKOOOBOBOTOWOBOOBOOWOOBOOOBOBOOOOOOOBOOOOOOOOBOOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOOBOOOBOBOOKOOOBOBOTWWOBOOBOOOOOBOOOBOBOOOOOOOBOOOOOOOOBOOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOOBOOOBOBOOKOOOBOBOTWWOBOOBOOOBOOOOOBOBOOOOOOOBOOOOOOOOBOOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOOBOOOBOBOOKOOOBOBOTOWOBOOBOOWBOOOOOBOBOOOOOOOBOOOOOOOOBOOOO,B
BW,OOOBBBOOOOOOOOOBOOOOOOOBOOOBOBOOKOOOBOBOTOWOBOOBOOWBOOOOOBOBOOOOOOOBOOOOOOOOBOOOO,W
BW,OOOBBBOOOOOOOOOBOOOOOOOBOOOBOBOOOKOOBOBOTOWOBOOBOOWBOOOOOBOBOOOOOOOBOOOOOOOOBOOOO,B
BW,OOOBBBOOOOOOOOOBOOOOOOOOOOOBOBOOOKOOBOBOTBOOBOOBOOOBOOOOOBOBOOOOOOOBOOOOOOOOBOOOO,W
BW,OOOBBBOOOOOOOOOBOOOOOOOOOOOBOBOKOOOOBOBOTBOOBOOBOOOBOOOOOBOBOOOOOOOBOOOOOOOOBOOOO,B
BW,OOOBBBOOOOOOOOOOOOOOOOOOOOOBOBOKOBOOBOBOTBOOBOOBOOOBOOOOOBOBOOOOOOOBOOOOOOOOBOOOO,W
BW,OOOBBBOOOOOOOOOOOOOOOOOOOOOBOBKOOBOOBOBOTBOOBOOBOOOBOOOOOBOBOOOOOOOBOOOOOOOOBOOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOOWOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBWOOOOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOOOOOOBWOOBOOOOBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOBBBOOOOOOOBWOOOOOOOOOOOOBWOOBOOOOBBWWKOWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOOBOOOBWOOBOOOOBBWWKOWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBOOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOOBOOOBWOOBOOOOBBWWTKWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBOOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOOBOOOBWOOBOOOOBBWWTKWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOBOOOBOOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOOBOOOBWOOBKOOOBBWWTOWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOBOOOBOOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOOBOOOBOBOOKOOOBBWWTOWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOBOOOBOOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOOBOOOBOBOOKOOOBBWWTOWBBBOWOOOOOBOOOOWOOOOOOOOBOOOOBOOOBOOOO,B
BW,OOOBBBOOOOOOOBOOOOOBOOOBOOOBOBOOKOOOBOWWTOWBBBOWOOOOOBOOOOWOOOOOOOOBOOOOBOOOBOOOO,W
BW,OOOBBBOOOOOOOBOOOOOBOWOBOOOBOBOOKOOOBOWOTOWBBBOWOOOOOBOOOOWOOOOOOOOBOOOOBOOOBOOOO,B
BW,BOOBBBOOOOOOOBOOOOOBOWOBOOOOOBOOKOOOBOWOTOWBBBOWOOOOOBOOOOWOOOOOOOOBOOOOBOOOBOOOO,W
BW,BOOBBBOOOOOOOBOOOOOBWOOBOOOOOOOOKOOOBOWOTOWBBBOWOOOOOBOOOOWOOOOOOOOBOOOOBOOOBOOOO,B
BW,BOOOBBOOOOOOOBOOOOOBOBOBOOOOOOOOKOOOBOWOTOWBBBOWOOOOOBOOOOWOOOOOOOOBOOOOBOOOBOOOO,W
BW,BOOOBBOOOOOWOBOOOOOBOBOBOOOOOOOOKOOOBOOOTOWBBBOWOOOOOBOOOOWOOOOOOOOBOOOOBOOOBOOOO,B
BW,BOOOBBOOOOOWOBOOOOOBOBOBOOOOOOOOKOOOOOOBTOWBBBOWOOOOOBOOOOWOOOOOOOOBOOOOBOOOBOOOO,W
BW,BOOOBBOOOOOOOBOOOOOBOBOBOOOOOOOOKOOOOOWOTOWBBBOWOOOOOBOOOOWOOOOOOOOBOOOOBOOOBOOOO,B
BW,BOOOBBOOOOBOOOOOOOOBOBOBOOOOOOOOKOOOOOWOTOWBBBOWOOOOOBOOOOWOOOOOOOOBOOOOBOOOBOOOO,W
BW,BOOOBBOOOOBOOOOOOOOBOBOBOOOOOOOOKOOOOOOWTOWBBBOWOOOOOBOOOOWOOOOOOOOBOOOOBOOOBOOOO,B
BW,BOOOBBOOOOBOOOOOOOOBOBOBOOOOOOOOKOOOOOOWTOWOBBOWOOOOOBOOOOWOOBOOOOOBOOOOBOOOBOOOO,W
BW,BOOOBBOOOOBOOOOOOOOBOBOBOOOOOOOOKOOOOOOWTOWOBBOWOOOOOBOOOOOOWBOOOOOBOOOOBOOOBOOOO,B
BW,BOOOBOBOOOBOOOOOOOOBOBOBOOOOOOOOKOOOOOOWTOWOBBOWOOOOOBOOOOOOWBOOOOOBOOOOBOOOBOOOO,W
BW,BOOOBOBOOOBOOOOOOOOBOBOBOOOOOOOOOOOOOOOWTOWOBBOWOOOOOBOOOOOKWBOOOOOBOOOOBOOOBOOOO,B
BW,BOOOBOBOOOBOOOOOOOOBOBOBOOOOOOOOOOOOOOOWTOWOBBOWOOOOOBBOOOOKWBOOOOOBOOOOOOOOBOOOO,W
BW,BOOOBOBOOOBOOOOOOOOBOBOBOOOOOOOOOOOOOOOWTOWOBBOWOOOOOBBKOOOOWBOOOOOBOOOOOOOOBOOOO,B
BW,BOOOBOBOOOBOOOOOOOOBOBOBOOOOOOOOOOOOOOOWTOWOBBOWOOOOOBBKOOOOWBOOOOOBOOOOOBOOOOOOO,W
BW,BOOOBOBOOOBOOOOOOOOBOBOBOOOOOOOOOOOOOOOWTOWOBBOOOOOOOBBKOOOOWBOOOWOBOOOOOBOOOOOOO,B
BW,BOOOBOBOOOBOOOOOOOOBOBOBOOOOOOOOOOOOOOOWTOWOBBOBOOOOOOBKOOOOWBOOOWOBOOOOOBOOOOOOO,W
BW,BOOOBOBOOOBOOOOOOOOBOBOBOOOOOOOOOOOOOOOWTOWOBBOBOOOOOOOKOOOOWBOWOOOBOOOOOBOOOOOOO,B
BW,BOOOBOBOOOBOOOOOOOOBOBOBOOOOOOOOOOOOOOOWTOWOBOOBOOOOOOBKOOOOWBOWOOOBOOOOOBOOOOOOO,W
BW,BOOOBOBOOOBOOOOOOOOBOBOBOOOOOOOOOOOOOOOWTOWOBOOBOOOOOOBOOOOKWBOWOOOBOOOOOBOOOOOOO,B
BW,BOOOBOBOOOBOOOOOOOOBOBOBOOOOOOOOOOOOOOOWTOWOBOOBOOOOOOBOOOOKWBOOOOOBOOOOBOOOOOOOO,W
BW,BOOOBOBOOOBOOOOOOOOBOBOBOOOOOOOOOOOOOOOWTOWOBOOBOOOWOOBOOOOKOBOOOOOBOOOOBOOOOOOOO,B
BW,BOOOBOBOOOBOOOOOOOOBOBOBOOOOOOOOOOOOOOOWTOWOBOOBOOOWOOOOOBOKOBOOOOOBOOOOBOOOOOOOO,W
BW,BOOOBOBOOOBOOOOOOOOBOBOBOOOOOOOOKOOOOOOWTOWOBOOBOOOWOOOOOBOOOBOOOOOBOOOOBOOOOOOOO,B
BW,BOOOBOBOOOBOOOOOOOOBOBOBOOOOOOOOKOOOOOBOTOWOBOOOOOOWOOOOOBOOOBOOOOOBOOOOBOOOOOOOO,W
BW,BOOOBOBOOOBOOOOOOOOBOBOBOOOOOOOOOKOOOOBOTOWOBOOOOOOWOOOOOBOOOBOOOOOBOOOOBOOOOOOOO,B
BW,BOOOBOBOOOBOOOOOOOOBOBOBOOOOOOOOOKOOOOOOTOWOBOOBOOOWOOOOOBOOOBOOOOOBOOOOBOOOOOOOO,W
BW,BOOOBOBOOOBOOOOOOOOBOBOBKOOOOOOOOOOOOOOOTOWOBOOBOOOWOOOOOBOOOBOOOOOBOOOOBOOOOOOOO,B
BW,BOOOBOBOOOBOOOOOOOOBOBOBKOBOOOOOOOOOOOOOTOWOOOOBOOOWOOOOOBOOOBOOOOOBOOOOBOOOOOOOO,W
BW,BOOOBOBOOOBOOOOOOOOBOBOBOOBOOOOOOKOOOOOOTOWOOOOBOOOWOOOOOBOOOBOOOOOBOOOOBOOOOOOOO,B
BW,BOBOOOBOOOBOOOOOOOOBOBOBOOBOOOOOOKOOOOOOTOWOOOOBOOOWOOOOOBOOOBOOOOOBOOOOBOOOOOOOO,W
BW,BOBOOOBOOOBOOOOOOOOBOBOBOOBOOOOOOKOOOOOOTOWOOOOBWOOOOOOOOBOOOBOOOOOBOOOOBOOOOOOOO,B
BW,BOBOOOBOOOBOOOOOOOOBOBOBOOBOOOOOOKOOOOOOTOWOOOOBOBOOOOOOOBOOOBOOOOOOOOOOBOOOOOOOO,W
BW,BOBOOOBOOOBOOOOOOOOBOBOBOOBOOOOOOKOOOOOOTWOOOOOBOBOOOOOOOBOOOBOOOOOOOOOOBOOOOOOOO,B
BW,BOBOOOBOOOBOOOOOOOOBOBOBOOBOOOOOOKOOOOOOTWOOOOOBOBOOOOOOOBOOBOOOOOOOOOOOBOOOOOOOO,W
BW,BOBOOOBOOOBOOOOOOOOBOBOBOOBOOOOOOKOOOOOOTOWOOOOBOBOOOOOOOBOOBOOOOOOOOOOOBOOOOOOOO,B
BW,BOBOOOBOOOBOOOOOOOOBOBOOOOBOOOOOOKOOOOOOTBOOOOOBOBOOOOOOOBOOBOOOOOOOOOOOBOOOOOOOO,W
BW,BOBOOOBOOOBOOOOOOOOBOBOOKOBOOOOOOOOOOOOOTBOOOOOBOBOOOOOOOBOOBOOOOOOOOOOOBOOOOOOOO,B
BW,BOBOOOBOOOBOOOOOOOOBOBOOKOBOOOOOOBOOOOOOTBOOOOOBOBOOOOOOOBOOOOOOOOOOOOOOBOOOOOOOO,W
BW,BOBOOOBOOOBOOOOOOOOBOBOKOOBOOOOOOBOOOOOOTBOOOOOBOBOOOOOOOBOOOOOOOOOOOOOOBOOOOOOOO,B
BW,BOOOOOBOOOBOOOOOOOOBOBOKOOBOOBOOOBOOOOOOTBOOOOOBOBOOOOOOOBOOOOOOOOOOOOOOBOOOOOOOO,W
BW,BOOOOOBOOOBOOOOOOOOBOBKOOOBOOBOOOBOOOOOOTBOOOOOBOBOOOOOOOBOOOOOOOOOOOOOOBOOOOOOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOOWOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBWOOOOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOWOOBOBWOOOOOOBBBWWKWWOBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOWOOBOBWOOKOOOBBBWWTWWOBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOBBBOOOOOBOOOOOOOOOOWOOBOBWOOKOOOBBBWWTWWOBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOBBBOOOOOBOOOOOOOOWOWOOBOBWOOKOOOBBBOWTWWOBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOBBOOOOOOBOOOOOOOOWOWOOBOBWOOKBOOBBBOWTWWOBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOBBOOOOOOBOOOOOOOOWOOWOBOBWOOKOOOBBBOWTWWOBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOBOOOOOOOBOOOOOOOOWOBWOBOBWOOKOOOBBBOWTWWOBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOBOOOOOOOBOOOOOOOOOWOWOBOBWOOKOOOBBBOWTWWOBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOBOOOOOOOBOOOOOOOOOWOWOBOBWOOKOOOBBBOWTWWOBOOBOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOBOOOOOOOBOOOOOOOOOWOWOBOBWKOOOOOBBBOWTWWOBOOBOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOBOOOOOOOBOOOOOOOOOWOWOBOBWKOOOOOBBBOWTWWOBOOBOWOOOBOOOBWOOOOOOOOBOOOOOOOOBBOOO,W
BW,OOOBOOOOOOOBOOOOOOOOOWOWOBOBWKOOOOOBBBOWTOWOBOOBOWOOOBOOOBWOOOOOOOOBWOOOOOOOBBOOO,B
BW,OOOBOOOOOOOBOOOOOOOOOWOWOBOBWKBOOOOOBBOWTOWOBOOBOWOOOBOOOBWOOOOOOOOBWOOOOOOOBBOOO,W
BW,OOOBOOOOOOOBOOOOOOOOOWOWOBOBWKBOOOOOBBOWTOWOBOOBWOOOOBOOOBWOOOOOOOOBWOOOOOOOBBOOO,B
BW,OOOBOOOOOOOOOOOOOOOOBWOWOBOBWKBOOOOOBBOWTOWOBOOBWOOOOBOOOBWOOOOOOOOBWOOOOOOOBBOOO,W
BW,OOOBOOOOOOOOOOOOOOOOBWOWOBOBWKBOOOOOBBWOTOWOBOOBWOOOOBOOOBWOOOOOOOOBWOOOOOOOBBOOO,B
BW,OOOBOOOOOOOOOOOOOOOOBWOWOBOBWKBOOOOOBBWOTOWOBOOBOBOOOOOOOBOOOOOOOOOBWOOOOOOOBBOOO,W
BW,OOOBOOOOOOOOOOOOOOOOBOWWOBOBWKBOOOOOBBWOTOWOBOOBOBOOOOOOOBOOOOOOOOOBWOOOOOOOBBOOO,B
BW,OOOBOOOOOOOOOOOOOOOOBOWWOBOBWKBOOOOOBBOBTOWOBOOBOBOOOOOOOOOOOOOOOOOBWOOOOOOOBBOOO,W
BW,OOOBOOOOOOOOOOOOOOOOBOWWOBOBWOBOOOOOBBKOTOWOBOOBOBOOOOOOOOOOOOOOOOOBWOOOOOOOBBOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOOWOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBWOOOOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOWOOBOBWOOOOOOBBBWWKWWOBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOWOOBOBWOOKOOOBBBWWTWWOBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOBBBOOOOOBOOOOOOOOOOWOOBOBWOOKOOOBBBWWTWWOBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOBBBOOOOOBOOOOOOOOWOWOOBOBWOOKOOOBBBOWTWWOBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOBBOOOOOOBOOOOOOOOWOWOOBOBWOOKBOOBBBOWTWWOBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOBBOOOOOOBOOOOOOOOWOOWOBOBWOOKOOOBBBOWTWWOBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOBOOOOOOOBOOOOOOOOWOBWOBOBWOOKOOOBBBOWTWWOBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOBOOOOOOOBOOOOOOOOOWOWOBOBWOOKOOOBBBOWTWWOBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOBOOOOOOOBOOOOOOOOOWOWOBOBWOOKOOOBBBOWTWWOBOOBOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOBOOOOOOOBOOOOOOOOOWOWOBOBWKOOOOOBBBOWTWWOBOOBOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOBOOOOOOOBOOOOOOOOOWOWOBOBWKOOOOOBBBOWTWWOBOOBOWOOOBOOOBWOOOOOOOOBOOOOOOOOBBOOO,W
BW,OOOBOOOOOOOBOOOOOOOOOWOWOBOBWKOOOOOBBBOWTOWOBOOBOWOOOBOOOBWOOOOOOOOBWOOOOOOOBBOOO,B
BW,OOOBOOOOOOOBOOOOOOOOOWOWOBOBWKBOOOOOBBOWTOWOBOOBOWOOOBOOOBWOOOOOOOOBWOOOOOOOBBOOO,W
BW,OOOBOOOOOOOBOOOOOOOOOWOWOBOBWKBOOOOOBBOWTOWOBOOBWOOOOBOOOBWOOOOOOOOBWOOOOOOOBBOOO,B
BW,OOOBOOOOOOOOOOOOOOOOBWOWOBOBWKBOOOOOBBOWTOWOBOOBWOOOOBOOOBWOOOOOOOOBWOOOOOOOBBOOO,W
BW,OOOBOOOOOOOOOOOOOOOOBWOWOBOBWKBOOOOOBBWOTOWOBOOBWOOOOBOOOBWOOOOOOOOBWOOOOOOOBBOOO,B
BW,OOOBOOOOOOOOOOOOOOOOBWOWOBOBWKBOOOOOBBWOTOWOBOOBOBOOOOOOOBOOOOOOOOOBWOOOOOOOBBOOO,W
BW,OOOBOOOOOOOOOOOOOOOOBOWWOBOBWKBOOOOOBBWOTOWOBOOBOBOOOOOOOBOOOOOOOOOBWOOOOOOOBBOOO,B
BW,OOOBOOOOOOOOOOOOOOOOBOWWOBOBWKBOOOOOBBOBTOWOBOOBOBOOOOOOOOOOOOOOOOOBWOOOOOOOBBOOO,W
BW,OOOBOOOOOOOOOOOOOOOOBOWWOBOBWOBOOOOOBBKOTOWOBOOBOBOOOOOOOOOOOOOOOOOBWOOOOOOOBBOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOOOWOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBWOOOOOOBBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOBOOOOOOBBWWKWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOBBBOOOOOOOBOOOOOOOOWOOOOBOBOKOOOOBBWWTWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOOBBOOOOOOOBOOOOOOOBWOOOOBOBOKOOOOBBWWTWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOOBBOOOOOOOBOOOOOOOBWOOOOBOBOOKOOOBBWWTWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,B
BW,OOOOBOOOOOOOOBOOOOOOOBOBOOOBOBOOKOOOBBWWTWWBBBOOOWOOOBOOOOWOOOOOOOOBOOOOOOOBBBOOO,W
BW,OOOOBOOOOOOOOBOOOOOOOBOBOOOBOBOOKOOOBBWWTOWBBBOOOWOOOBOOOOWOOOOOOOOBWOOOOOOBBBOOO,B
BW,OOOOBOOOOOOOOBOOOOOOOBOBOOOBOBOOKOOOBBOWTOWBBOOBOWOOOBOOOOWOOOOOOOOBWOOOOOOBBBOOO,W
